Slice,Count,Total Area,Average Size,%Area
27_hyp2_slice5.tif-(Colour_2).tif,235,15809.843,67.276,1.420
27_hyp3_slice6.tif-(Colour_1).tif,8,675443.542,84430.443,60.663
27_hyp3_slice6.tif-(Colour_2).tif,194,11174.877,57.602,1.004
27_hyp4_slice7.tif-(Colour_1).tif,12,819570.998,68297.583,73.607
27_hyp4_slice7.tif-(Colour_2).tif,190,22414.903,117.973,2.013
28_DH1_slice4.tif-(Colour_1).tif,6,1077022.855,179503.809,96.729
28_DH1_slice4.tif-(Colour_2).tif,142,7234.688,50.949,0.650
28_DH3_slice6.tif-(Colour_1).tif,2,1101737.696,550868.848,98.949
28_DH3_slice6.tif-(Colour_2).tif,85,3485.930,41.011,0.313
28_DH4_slice7.tif-(Colour_1).tif,8,1053852.962,131731.620,94.648
28_DH4_slice7.tif-(Colour_2).tif,125,5646.564,45.173,0.507
28_hyp1_slice4.tif-(Colour_1).tif,83,492799.449,5937.343,44.259
28_hyp1_slice4.tif-(Colour_2).tif,226,16942.368,74.966,1.522
28_hyp2_slice5.tif-(Colour_1).tif,25,638013.070,25520.523,57.301
28_hyp2_slice5.tif-(Colour_2).tif,386,46268.444,119.866,4.155
28_hyp3_slice6.tif-(Colour_1).tif,21,585562.567,27883.932,52.590
28_hyp3_slice6.tif-(Colour_2).tif,383,38170.753,99.663,3.428
28_hyp4_slice7.tif-(Colour_1).tif,36,497568.742,13821.354,44.687
28_hyp4_slice7.tif-(Colour_2).tif,250,30276.094,121.104,2.719
29_DH1_slice4.tif-(Colour_1).tif,3,1111585.856,370528.619,99.833
29_DH1_slice4.tif-(Colour_2).tif,471,48643.267,103.277,4.369
29_DH2_slice5.tif-(Colour_1).tif,2,1113154.821,556577.411,99.974
29_DH2_slice5.tif-(Colour_2).tif,330,33531.771,101.611,3.012
29_DH3_slice7.tif-(Colour_1).tif,1,1113071.375,1113071.375,99.967
29_DH3_slice7.tif-(Colour_2).tif,309,39580.832,128.093,3.555
29_DH4_slice8.tif-(Colour_1).tif,1,1113195.875,1113195.875,99.978
29_DH4_slice8.tif-(Colour_2).tif,351,40612.064,115.704,3.647
29_hyp1_slice4.tif-(Colour_1).tif,279,440099.070,1577.416,39.526
29_hyp1_slice4.tif-(Colour_2).tif,379,81368.259,214.692,7.308
29_hyp2_slice5.tif-(Colour_1).tif,40,628262.548,15706.564,56.425
29_hyp2_slice5.tif-(Colour_2).tif,359,74485.198,207.480,6.690
29_hyp3_slice6.tif-(Colour_1).tif,41,726976.987,17731.146,65.291
29_hyp3_slice6.tif-(Colour_2).tif,414,69344.657,167.499,6.228
29_hyp4_slice7.tif-(Colour_1).tif,12,471449.695,39287.475,42.342
29_hyp4_slice7.tif-(Colour_2).tif,327,63234.463,193.378,5.679
2_DH1_slice4.tif-(Colour_1).tif,1,1113419.500,1113419.500,99.998
2_DH1_slice4.tif-(Colour_2).tif,114,4591.682,40.278,0.412
2_DH2_slice5.tif-(Colour_1).tif,1,1113423.500,1113423.500,99.998
2_DH2_slice5.tif-(Colour_2).tif,87,3291.375,37.832,0.296
2_DH3_slice6.tif-(Colour_1).tif,21,1044513.459,49738.736,93.809
2_DH3_slice6.tif-(Colour_2).tif,148,6365.883,43.013,0.572
2_DH4_slice7.tif-(Colour_1).tif,1,1113201.250,1113201.250,99.978
2_DH4_slice7.tif-(Colour_2).tif,47,1395.800,29.698,0.125
2_hyp1_slice4.tif-(Colour_1).tif,22,453885.739,20631.170,40.764
2_hyp1_slice4.tif-(Colour_2).tif,182,14623.770,80.350,1.313
2_hyp2_slice5.tif-(Colour_1).tif,15,761290.096,50752.673,68.373
2_hyp2_slice5.tif-(Colour_2).tif,223,11386.389,51.060,1.023
2_hyp3_slice6.tif-(Colour_1).tif,21,526767.649,25084.174,47.310
2_hyp3_slice6.tif-(Colour_2).tif,133,5207.922,39.157,0.468
2_hyp4_slice7.tif-(Colour_1).tif,12,622766.338,51897.195,55.932
2_hyp4_slice7.tif-(Colour_2).tif,218,10520.261,48.258,0.945
30_DH1_slice3.tif-(Colour_1).tif,2,1112779.946,556389.973,99.941
30_DH1_slice3.tif-(Colour_2).tif,488,56044.844,114.846,5.033
30_DH2_slice5.tif-(Colour_1).tif,3,1112358.302,370786.101,99.903
30_DH2_slice5.tif-(Colour_2).tif,357,33437.170,93.662,3.003
30_DH3_slice6.tif-(Colour_1).tif,1,1112846.000,1112846.000,99.947
30_DH3_slice6.tif-(Colour_2).tif,425,36050.725,84.825,3.238
30_DH4_slice7.tif-(Colour_1).tif,18,1089856.382,60547.577,97.882
30_DH4_slice7.tif-(Colour_2).tif,502,42718.704,85.097,3.837
30_DH5_slice8.tif-(Colour_1).tif,1,1111706.375,1111706.375,99.844
30_DH5_slice8.tif-(Colour_2).tif,481,45078.355,93.718,4.049
30_hyp1_slice3.tif-(Colour_1).tif,20,790047.265,39502.363,70.955
30_hyp1_slice3.tif-(Colour_2).tif,538,70896.190,131.777,6.367
30_hyp2_slice4.tif-(Colour_1).tif,21,727040.811,34620.991,65.297
30_hyp2_slice4.tif-(Colour_2).tif,316,29887.876,94.582,2.684
30_hyp3_slice5.tif-(Colour_1).tif,22,648527.957,29478.544,58.245
30_hyp3_slice5.tif-(Colour_2).tif,289,28068.607,97.123,2.521
30_hyp4_slice6.tif-(Colour_1).tif,15,843239.824,56215.988,75.733
30_hyp4_slice6.tif-(Colour_2).tif,714,80520.426,112.774,7.232
30_hyp5_slice7.tif-(Colour_1).tif,18,591814.223,32878.568,53.152
30_hyp5_slice7.tif-(Colour_2).tif,605,72567.759,119.947,6.517
30_hyp6_slice8.tif-(Colour_1).tif,38,650706.886,17123.865,58.441
30_hyp6_slice8.tif-(Colour_2).tif,605,77270.997,127.721,6.940
31_DH1_slice4.tif-(Colour_1).tif,3,907824.999,302608.333,81.533
31_DH1_slice4.tif-(Colour_2).tif,128,6713.494,52.449,0.603
31_DH2_slice6.tif-(Colour_1).tif,1,1113424.375,1113424.375,99.998
31_DH2_slice6.tif-(Colour_2).tif,84,2621.141,31.204,0.235
31_DH3_slice7.tif-(Colour_1).tif,1,1113377.000,1113377.000,99.994
31_DH3_slice7.tif-(Colour_2).tif,120,4488.157,37.401,0.403
31_hyp1_slice4.tif-(Colour_1).tif,22,494945.818,22497.537,44.452
31_hyp1_slice4.tif-(Colour_2).tif,97,6239.600,64.326,0.560
31_hyp2_slice5.tif-(Colour_1).tif,12,499117.576,41593.131,44.827
31_hyp2_slice5.tif-(Colour_2).tif,87,5173.116,59.461,0.465
31_hyp3_slice6.tif-(Colour_1).tif,34,611408.940,17982.616,54.912
31_hyp3_slice6.tif-(Colour_2).tif,90,4083.875,45.376,0.367
31_hyp4_slice7.tif-(Colour_1).tif,14,629982.274,44998.734,56.580
31_hyp4_slice7.tif-(Colour_2).tif,82,3945.098,48.111,0.354
32_DH1_slice4.tif-(Colour_1).tif,8,1101070.047,137633.756,98.889
32_DH1_slice4.tif-(Colour_2).tif,88,3531.891,40.135,0.317
32_DH2_slice5.tif-(Colour_1).tif,7,1087660.029,155380.004,97.685
32_DH2_slice5.tif-(Colour_2).tif,101,4194.539,41.530,0.377
32_DH3_slice6.tif-(Colour_1).tif,14,1060397.348,75742.668,95.236
32_DH3_slice6.tif-(Colour_2).tif,60,1865.677,31.095,0.168
32_DH4_slice7.tif-(Colour_1).tif,2,1111712.214,555856.107,99.845
32_DH4_slice7.tif-(Colour_2).tif,54,1999.100,37.020,0.180
32_hyp1_slice4.tif-(Colour_1).tif,63,781874.147,12410.701,70.221
32_hyp1_slice4.tif-(Colour_2).tif,153,4985.254,32.583,0.448
32_hyp2_slice5.tif-(Colour_1).tif,18,581321.168,32295.620,52.209
32_hyp2_slice5.tif-(Colour_2).tif,94,4127.605,43.911,0.371
32_hyp3_slice6.tif-(Colour_1).tif,32,367877.581,11496.174,33.040
32_hyp3_slice6.tif-(Colour_2).tif,56,2216.412,39.579,0.199
33_DH1_slice4.tif-(Colour_1).tif,12,1055452.289,87954.357,94.792
33_DH1_slice4.tif-(Colour_2).tif,91,3948.668,43.392,0.355
33_DH2_slice5.tif-(Colour_1).tif,13,1086418.189,83570.630,97.573
33_DH2_slice5.tif-(Colour_2).tif,227,12617.977,55.586,1.133
33_DH3_slice6.tif-(Colour_1).tif,8,1043753.476,130469.184,93.741
33_DH3_slice6.tif-(Colour_2).tif,116,6299.395,54.305,0.566
33_DH4_slice7.tif-(Colour_1).tif,10,967047.017,96704.702,86.852
33_DH4_slice7.tif-(Colour_2).tif,178,10760.332,60.451,0.966
33_hyp1_slice4.tif-(Colour_1).tif,21,564825.511,26896.453,50.728
33_hyp1_slice4.tif-(Colour_2).tif,163,13569.334,83.247,1.219
33_hyp2_slice5.tif-(Colour_1).tif,62,553402.505,8925.847,49.702
33_hyp2_slice5.tif-(Colour_2).tif,209,18026.255,86.250,1.619
33_hyp3_slice6.tif-(Colour_1).tif,24,498043.506,20751.813,44.730
33_hyp3_slice6.tif-(Colour_2).tif,171,17334.156,101.369,1.557
33_hyp4_slice7.tif-(Colour_1).tif,15,518374.092,34558.273,46.556
33_hyp4_slice7.tif-(Colour_2).tif,228,20798.221,91.220,1.868
34_DH1_slice2.tif-(Colour_1).tif,9,928944.939,103216.104,83.430
34_DH1_slice2.tif-(Colour_2).tif,580,65636.952,113.167,5.895
34_DH2_slice6.tif-(Colour_1).tif,5,1084718.591,216943.718,97.420
34_DH2_slice6.tif-(Colour_2).tif,447,34383.619,76.921,3.088
34_hyp1_slice3.tif-(Colour_1).tif,11,513370.096,46670.009,46.107
34_hyp1_slice3.tif-(Colour_2).tif,405,44510.308,109.902,3.998
34_hyp2_slice4.tif-(Colour_1).tif,14,617530.762,44109.340,55.461
34_hyp2_slice4.tif-(Colour_2).tif,547,82287.934,150.435,7.390
34_hyp3_slice7.tif-(Colour_1).tif,12,598797.224,49899.769,53.779
34_hyp3_slice7.tif-(Colour_2).tif,297,37744.159,127.085,3.390
34_hyp4_slice8.tif-(Colour_1).tif,14,586329.188,41880.656,52.659
34_hyp4_slice8.tif-(Colour_2).tif,412,53039.055,128.736,4.764
35_DH1_slice5.tif-(Colour_1).tif,43,990934.428,23044.987,88.997
35_DH1_slice5.tif-(Colour_2).tif,21,1084289.747,51632.845,97.382
35_DH2_slice6.tif-(Colour_1).tif,20,1000285.152,50014.258,89.837
35_DH2_slice6.tif-(Colour_2).tif,99,4347.149,43.911,0.390
35_DH3_slice7.tif-(Colour_1).tif,24,1056434.420,44018.101,94.880
35_DH3_slice7.tif-(Colour_2).tif,70,2725.112,38.930,0.245
35_hyp1_slice4.tif-(Colour_1).tif,12,404695.398,33724.617,36.346
35_hyp1_slice4.tif-(Colour_2).tif,104,6559.545,63.073,0.589
35_hyp2_slice5.tif-(Colour_1).tif,11,675017.352,61365.214,60.624
35_hyp2_slice5.tif-(Colour_2).tif,340,28531.791,83.917,2.562
35_hyp3_slice6.tif-(Colour_1).tif,12,679411.364,56617.614,61.019
35_hyp3_slice6.tif-(Colour_2).tif,266,15380.126,57.820,1.381
35_hyp4_slice7.tif-(Colour_1).tif,19,639334.320,33649.175,57.420
35_hyp4_slice7.tif-(Colour_2).tif,199,14954.425,75.148,1.343
36_DH1_slice4.tif-(Colour_1).tif,5,1106563.603,221312.721,99.382
36_DH1_slice4.tif-(Colour_2).tif,144,6181.591,42.928,0.555
36_DH2_slice5.tif-(Colour_1).tif,8,1095274.926,136909.366,98.368
36_DH2_slice5.tif-(Colour_2).tif,188,10028.965,53.346,0.901
36_DH3_slice6.tif-(Colour_1).tif,9,1064377.281,118264.142,95.593
36_DH3_slice6.tif-(Colour_2).tif,174,9827.716,56.481,0.883
36_DH4_slice7.tif-(Colour_1).tif,174,1013985.202,5827.501,91.068
36_DH4_slice7.tif-(Colour_2).tif,135,4392.664,32.538,0.395
36_DH5_slice8.tif-(Colour_1).tif,8,1012478.318,126559.790,90.932
36_DH5_slice8.tif-(Colour_2).tif,449,39494.710,87.961,3.547
36_hyp1_slice4.tif-(Colour_1).tif,17,636548.111,37444.007,57.169
36_hyp1_slice4.tif-(Colour_2).tif,225,18874.980,83.889,1.695
36_hyp2_slice5.tif-(Colour_1).tif,6,795136.507,132522.751,71.413
36_hyp2_slice5.tif-(Colour_2).tif,63,2145.908,34.062,0.193
36_hyp3_slice6.tif-(Colour_1).tif,20,432999.156,21649.958,38.888
36_hyp3_slice6.tif-(Colour_2).tif,51,1502.894,29.469,0.135
36_hyp4_slice7.tif-(Colour_1).tif,20,562796.472,28139.824,50.546
36_hyp4_slice7.tif-(Colour_2).tif,108,6092.345,56.411,0.547
36_hyp5_slice8.tif-(Colour_1).tif,33,494965.870,14998.966,44.454
36_hyp5_slice8.tif-(Colour_2).tif,90,5160.176,57.335,0.463
3_DH1_slice4.tif-(Colour_1).tif,7,946943.564,135277.652,85.047
3_DH1_slice4.tif-(Colour_2).tif,449,45733.864,101.857,4.107
3_DH2_sllice6.tif-(Colour_1).tif,13,1106476.102,85113.546,99.374
3_DH2_sllice6.tif-(Colour_2).tif,253,19127.099,75.601,1.718
3_DH3_slice7.tif-(Colour_1).tif,9,1109884.869,123320.541,99.681
3_DH3_slice7.tif-(Colour_2).tif,269,24242.205,90.120,2.177
3_hyp1_slice4.tif-(Colour_1).tif,78,734507.097,9416.758,65.967
3_hyp1_slice4.tif-(Colour_2).tif,293,22547.433,76.954,2.025
3_hyp2_slice5.tif-(Colour_1).tif,6,702509.021,117084.837,63.093
3_hyp2_slice5.tif-(Colour_2).tif,349,21590.275,61.863,1.939
3_hyp3_slice6.tif-(Colour_1).tif,27,884295.850,32751.698,79.420
3_hyp3_slice6.tif-(Colour_2).tif,158,10667.070,67.513,0.958
3_hyp4_slice7.tif-(Colour_1).tif,2,835435.259,417717.629,75.032
3_hyp4_slice7.tif-(Colour_2).tif,462,45528.153,98.546,4.089
4_DH1_slice4.tif-(Colour_1).tif,8,1112386.390,139048.299,99.905
4_DH1_slice4.tif-(Colour_2).tif,110,4668.433,42.440,0.419
4_DH2_slice6.tif-(Colour_1).tif,10,1086075.102,108607.510,97.542
4_DH2_slice6.tif-(Colour_2).tif,78,2552.422,32.723,0.229
4_DH3_slice7.tif-(Colour_1).tif,10,1080668.583,108066.858,97.057
4_DH3_slice7.tif-(Colour_2).tif,117,4669.325,39.909,0.419
4_hyp1_slice5.tif-(Colour_1).tif,23,373322.914,16231.431,33.529
4_hyp1_slice5.tif-(Colour_2).tif,175,9296.259,53.121,0.835
4_hyp2_slice6.tif-(Colour_1).tif,13,333064.693,25620.361,29.913
4_hyp2_slice6.tif-(Colour_2).tif,148,8162.395,55.151,0.733
4_hyp3_slice7.tif-(Colour_1).tif,23,535208.916,23269.953,48.068
4_hyp3_slice7.tif-(Colour_2).tif,223,15454.199,69.301,1.388
5_DH1_slice4.tif-(Colour_1).tif,1,1112965.625,1112965.625,99.957
5_DH1_slice4.tif-(Colour_2).tif,144,6020.949,41.812,0.541
5_DH2_slice5.tif-(Colour_1).tif,1,1113166.875,1113166.875,99.975
5_DH2_slice5.tif-(Colour_2).tif,220,17569.318,79.861,1.578
5_DH3_slice6.tif-(Colour_1).tif,2,1112637.160,556318.580,99.928
5_DH3_slice6.tif-(Colour_2).tif,258,19382.787,75.127,1.741
5_DH4_slice8.tif-(Colour_1).tif,20,1044487.563,52224.378,93.807
5_DH4_slice8.tif-(Colour_2).tif,400,50143.484,125.359,4.503
5_hyp1_slice3.tif-(Colour_1).tif,12,591047.576,49253.965,53.083
5_hyp1_slice3.tif-(Colour_2).tif,189,16635.810,88.020,1.494
5_hyp2_slice4.tif-(Colour_1).tif,12,473214.962,39434.580,42.500
5_hyp2_slice4.tif-(Colour_2).tif,263,32930.702,125.212,2.958
5_hyp3_slice5.tif-(Colour_1).tif,7,546016.518,78002.360,49.039
5_hyp3_slice5.tif-(Colour_2).tif,368,54247.886,147.413,4.872
5_hyp4_slice6.tif-(Colour_1).tif,16,559922.759,34995.172,50.288
5_hyp4_slice6.tif-(Colour_2).tif,352,55430.389,157.473,4.978
5_hyp5_slice7.tif-(Colour_1).tif,41,675247.150,16469.443,60.645
5_hyp5_slice7.tif-(Colour_2).tif,462,62371.459,135.003,5.602
5_hyp6_slice8.tif-(Colour_1).tif,16,597193.468,37324.592,53.635
5_hyp6_slice8.tif-(Colour_2).tif,280,27807.563,99.313,2.497
6_DH1_slice3.tif-(Colour_1).tif,18,951407.613,52855.979,85.447
6_DH1_slice3.tif-(Colour_2).tif,342,29757.578,87.010,2.673
6_DH2_slice4.tif-(Colour_1).tif,6,800348.410,133391.402,71.881
6_DH2_slice4.tif-(Colour_2).tif,227,19148.517,84.355,1.720
6_DH3_slice5.tif-(Colour_1).tif,23,931508.070,40500.351,83.660
6_DH3_slice5.tif-(Colour_2).tif,228,15873.207,69.619,1.426
6_DH4_slice6.tif-(Colour_1).tif,12,942111.355,78509.280,84.613
6_DH4_slice6.tif-(Colour_2).tif,261,16920.503,64.830,1.520
6_hyp1_slice3.tif-(Colour_1).tif,9,586361.318,65151.258,52.662
6_hyp1_slice3.tif-(Colour_2).tif,248,18090.512,72.946,1.625
6_hyp2_slice4.tif-(Colour_1).tif,4,749100.507,187275.127,67.278
6_hyp2_slice4.tif-(Colour_2).tif,615,64671.762,105.157,5.808
6_hyp3_slice5.tif-(Colour_1).tif,15,683747.827,45583.188,61.409
6_hyp3_slice5.tif-(Colour_2).tif,162,12207.894,75.357,1.096
6_hyp4_slice6.tif-(Colour_1).tif,16,726654.387,45415.899,65.262
6_hyp4_slice6.tif-(Colour_2).tif,434,34482.682,79.453,3.097
7_DH1_slice4.tif-(Colour_1).tif,1,1113226.625,1113226.625,99.981
7_DH1_slice4.tif-(Colour_2).tif,179,9846.904,55.011,0.884
7_DH2_slice5.tif-(Colour_1).tif,11,1099555.657,99959.605,98.753
7_DH2_slice5.tif-(Colour_2).tif,217,12015.570,55.371,1.079
7_DH3_slice6.tif-(Colour_1).tif,1,1113190.125,1113190.125,99.977
7_DH3_slice6.tif-(Colour_2).tif,117,5762.583,49.253,0.518
7_hyp1_slice4.tif-(Colour_1).tif,21,492073.876,23432.089,44.194
7_hyp1_slice4.tif-(Colour_2).tif,251,21991.880,87.617,1.975
7_hyp2_slice5.tif-(Colour_1).tif,19,731731.086,38512.162,65.718
7_hyp2_slice5.tif-(Colour_2).tif,149,8655.922,58.093,0.777
7_hyp3_slice6.tif-(Colour_1).tif,19,703277.422,37014.601,63.163
7_hyp3_slice6.tif-(Colour_2).tif,175,10413.613,59.506,0.935
7_hyp4_slice7.tif-(Colour_1).tif,33,356065.960,10789.878,31.979
7_hyp4_slice7.tif-(Colour_2).tif,113,6582.303,58.250,0.591
8_DH1_slice4.tif-(Colour_1).tif,1,1113388.250,1113388.250,99.995
8_DH1_slice4.tif-(Colour_2).tif,126,5049.065,40.072,0.453
8_DH2_slice5.tif-(Colour_1).tif,8,1073727.536,134215.942,96.433
8_DH2_slice5.tif-(Colour_2).tif,162,9178.455,56.657,0.824
8_DH3_slice6.tif-(Colour_1).tif,339,750244.666,2213.111,67.381
8_DH3_slice6.tif-(Colour_2).tif,87,2999.095,34.472,0.269
8_DH4_slice7.tif-(Colour_1).tif,2,1034077.955,517038.977,92.872
8_DH4_slice7.tif-(Colour_2).tif,58,1486.830,25.635,0.134
8_hyp1_slice4.tif-(Colour_1).tif,9,596315.740,66257.304,53.556
8_hyp1_slice4.tif-(Colour_2).tif,125,8511.345,68.091,0.764
8_hyp2_slice5.tif-(Colour_1).tif,17,654638.162,38508.127,58.794
8_hyp2_slice5.tif-(Colour_2).tif,112,5429.251,48.475,0.488
8_hyp3_slice6.tif-(Colour_1).tif,32,489233.192,15288.537,43.939
8_hyp3_slice6.tif-(Colour_2).tif,113,10097.684,89.360,0.907
8_hyp4_slice7.tif-(Colour_1).tif,37,706283.633,19088.747,63.432
8_hyp4_slice7.tif-(Colour_2).tif,127,10583.626,83.336,0.951
9_DH1_slice4.tif-(Colour_1).tif,19,1105302.177,58173.799,99.269
9_DH1_slice4.tif-(Colour_2).tif,144,6787.121,47.133,0.610
9_DH2_slice7.tif-(Colour_1).tif,2,1110577.392,555288.696,99.743
9_DH2_slice7.tif-(Colour_2).tif,201,12920.073,64.279,1.160
9_hyp1_slice4.tif-(Colour_1).tif,31,504330.867,16268.738,45.295
9_hyp1_slice4.tif-(Colour_2).tif,166,13700.079,82.531,1.230
9_hyp2_slice5.tif-(Colour_1).tif,19,663610.907,34926.890,59.600
9_hyp2_slice5.tif-(Colour_2).tif,148,8819.242,59.589,0.792
9_hyp3_slice6.tif-(Colour_1).tif,13,655479.720,50421.517,58.870
9_hyp3_slice6.tif-(Colour_2).tif,134,8814.779,65.782,0.792
9_hyp4_slice7.tif-(Colour_1).tif,39,448154.383,11491.138,40.249
9_hyp4_slice7.tif-(Colour_2).tif,136,10680.903,78.536,0.959
